URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.no/fhir/ig/lmdi/ValueSet/LokalLegemiddelkatalogValues,0.9.4,draft,,LokalLegemiddelkatalogValues,Lokal Legemiddelkatalog Values,"Gyldige verdier for medlemskapsstatus",,"Internal"
http://hl7.no/fhir/ig/lmdi/ValueSet/lmdi-medicationadministrationstatus,0.9.4,draft,,LegemiddeladministreringStatus,Status for legemiddeladministrering,"Verdisett som begrenses status til Legemiddeladministrering til henholdsvis 'Gjennomført' eller 'Feilregistrert'.",,"FHIR"
